,County,Latitude,Longitude,Plant Code,Zipcode
598,Natrona,42.548412,-106.717536,6409.0,82620
599,Sierra,,,7066.0,95734
600,Park,44.508169,-109.170661,7317.0,82414
601,Montezuma,37.575220,-108.574002,7372.0,81302
602,Montezuma,37.429538,-108.574871,7373.0,81302
603,Park,44.512699,-109.129878,7541.0,82414
604,Mohave,36.015510,-114.738006,8902.0,86430
605,Taylor,30.068800,-83.525300,50466.0,32347
606,Osage,38.763300,-95.852800,1265.0,66413
607,Chittenden,44.4917,-73.208056,589.0,5401
608,Chittenden,44.4814,-73.2239,3754.0,5401
609,Kit Carson,,,490.0,80807
610,Coffey,38.113400,-95.445800,1266.0,66839
611,Lewis,43.618874,-75.305460,50652.0,13368
612,Garfield,41.914400,-98.990600,2222.0,68823
613,McDonough,40.548300,-90.540800,935.0,61422
614,Jerome,42.560876,-114.057461,50895.0,83335
615,Bates,38.264408,-94.344385,2115.0,64730
616,San Patricio,,,54291.0,78469
617,Mitchell,31.386900,-84.080000,55304.0,31716
618,Los Angeles,33.776970,-118.228210,10601.0,90748
619,Los Angeles,,,50540.0,90754
620,Kern,,,54300.0,93561
621,Kern,35.060600,-118.106100,10191.0,93581
622,Kern,35.106100,-118.311400,54909.0,93561
623,St Clair,42.818300,-82.485600,54965.0,48079
624,Churchill,39.966300,-117.855700,52015.0,89406
625,Churchill,39.966800,-117.855800,10681.0,89406
626,Lowndes,,,55082.0,39740
627,Calcasieu,30.160800,-93.345000,55165.0,70665
628,Mohave,,,55665.0,85360
629,Riverside,33.615700,-114.686500,55295.0,92225
630,Monroe,,,55197.0,28273
631,Santa Clara,,,55393.0,45139
632,Clark,36.702000,-114.512500,55642.0,89030
633,San Diego,32.583571,-116.930907,54936.0,92179
634,Solano,38.398867,-121.923973,55499.0,95688
635,Fresno,,,55508.0,93640
636,Kern,,,55509.0,93206
637,San Diego,32.562448,-116.943869,55510.0,92154
638,San Diego,,,55511.0,92108
639,San Diego,32.796491,-116.972071,55512.0,92020
640,San Diego,33.121943,-117.117441,55513.0,92029
641,Kern,35.075000,-118.315800,10586.0,93501
642,Contra Costa,,,54001.0,94565
643,Kern,34.955600,-118.844000,55656.0,93243
644,Marshall,,,55119.0,42029
645,Whatcom,48.990500,-122.273300,54476.0,98295
646,Du Page,41.810800,-88.148600,50722.0,60563
647,West Baton Rouge,,,55327.0,70710
648,Jefferson,30.077500,-94.234444,55465.0,77713
649,Wood,44.555833,-89.946389,55834.0,54454
650,Contra Costa,38.030071,-121.873004,55217.0,94565
651,San Diego,,,50963.0,95134
652,Los Angeles,34.138467,-118.125600,10262.0,91125
653,Maricopa,,,7164.0,85239
654,Mayes,,,50991.0,74362
655,King,,,54862.0,98065
656,Santa Clara,,,55748.0,95164
657,Santa Clara,36.999000,-121.536300,55810.0,95020
658,Franklin,44.506315,-70.242312,55031.0,4239
659,Acadia Parish,,,55173.0,70535
660,Monterey,36.224758,-121.124633,55811.0,93930
661,Sutter,39.136500,-121.639700,10349.0,95993
662,Sutter,39.052922,-121.696072,10350.0,95993
663,Solano,38.242158,-121.854722,55625.0,94585
664,Solano,38.221577,-121.868333,55626.0,94585
665,Solano,38.226752,-121.843271,55627.0,94585
666,Sutter,39.139200,-121.638700,55813.0,95993
667,Sutter,39.109344,-121.609310,55847.0,95993
668,Solano,,,55855.0,94533
669,Santa Cruz,,,50968.0,95076
670,Santa Clara,37.405800,-121.927200,50748.0,95134
671,Polk,28.054200,-81.805800,54658.0,33823
672,Polk,28.053500,-81.805900,55833.0,33823
673,Grundy,41.411944,-88.332778,55216.0,60450
674,Contra Costa,38.014423,-121.790679,55963.0,94509
675,Santa Roise,,,55242.0,32571
676,Calvert,38.434400,-76.441700,6011.0,20657
677,Hidalgo,26.340300,-98.190000,55123.0,78539
678,Cambria,40.474167,-78.701400,10641.0,15931
679,Middlesex,,,1594.0,2139
680,Furnas,40.226700,-100.135800,2223.0,69022
681,Cumberland,43.6575,-70.375,55294.0,4092
682,Bristol,41.8312,-71.1239,55026.0,2715
683,Essex,,,50797.0,7105
684,Wagoner,36.011900,-95.696700,55225.0,74014
685,New Port,,,55048.0,2878
686,Camden,39.9175,-75.1192,10751.0,8104
687,Dunklin,,,2118.0,63933
688,Franklin,40.371700,-98.723600,2225.0,68932
689,Monterey,36.225000,-121.127800,10294.0,93930
690,Hartford,41.7639,-72.6925,50498.0,6106
691,Sandusky,41.377116,-83.161388,55701.0,43420
692,Bastrop,30.147800,-97.271400,55154.0,78602
693,New London,41.6242,-72.041667,54657.0,6383
694,Wayne,,,54235.0,44270
695,Jefferson,,,2828.0,43900
696,Santa Clara,37.000100,-121.536700,10034.0,95020
697,Santa Clara,37.429848,-122.176284,10168.0,94305
698,Clinton,38.610600,-89.358300,936.0,62231
699,White,38.096700,-88.163100,937.0,62821
700,Buncombe,35.473100,-82.541700,2706.0,28704
701,Anson,34.983300,-79.877500,2707.0,28091
702,Chatham,35.595000,-79.049500,2708.0,27559
703,Wayne,35.379866,-78.087795,2709.0,27530
704,Madison,35.702527,-82.710571,2710.0,28753
705,Carteret,34.745765,-76.810259,2711.0,28557
706,Person,36.483300,-79.073100,2712.0,27573
707,New Hanover,34.283056,-77.985278,2713.0,28401
708,Montgomery,35.206741,-80.064830,2714.0,27559
709,Haywood,,,2715.0,28700
710,Robeson,34.587538,-78.975520,2716.0,28358
711,Darlington,34.418500,-80.165700,3250.0,29550
712,Darlington,34.401700,-80.158900,3251.0,29550
713,Brunswick,33.959700,-78.011400,6014.0,28461
714,Wake,35.633400,-78.955600,6015.0,27562
715,Person,36.527800,-78.891700,6250.0,27573
716,Wayne,35.375789,-78.098052,7538.0,27530
717,NOT IN FILE,,,7539.0,0
718,nan,,,7727.0,0
719,nan,,,7728.0,0
720,Richmond,34.839200,-79.740600,7805.0,28345
721,Rowan,35.731400,-80.601900,7826.0,28147
722,nan,,,55406.0,31326
723,Calhoun,28.513929,-96.794154,10167.0,77979
724,Catawaba,,,55488.0,28658
725,Lyon,,,10018.0,89408
726,Carroll,39.361700,-93.495600,2120.0,64633
727,Los Angeles,33.875900,-118.249100,10169.0,90746
728,Jefferson,43.984200,-75.622500,10620.0,13619
729,Hillsborough,27.860500,-82.390300,10204.0,33569
730,Polk,27.908000,-81.918500,50633.0,33830
731,Shelby,35.082107,-90.134776,10729.0,38113
732,Monroe,41.138600,-92.646700,10855.0,52553
733,Jasper,37.165300,-94.308900,2121.0,64836
734,Teton,43.909653,-111.285421,10028.0,83424
735,Iberville,30.229400,-91.065000,55404.0,70776
736,Dubuque,42.298210,-91.011974,1129.0,52033
737,Monroe,43.756100,-90.780600,4107.0,54619
738,Tippecanoe,40.417500,-86.844700,50935.0,47905
739,Black Hawk,42.512000,-92.476000,1130.0,50613
740,Black Hawk,42.526700,-92.439400,1131.0,50613
741,Kossuth,43.066100,-94.230600,7966.0,50511
742,Eagle,39.648565,-106.949394,54630.0,81637
743,Giles,37.343900,-80.765000,52089.0,24124
744,Linn,41.979003,-91.671533,10171.0,52402
745,Deschutes,,,50980.0,97709
746,Saguache,37.753606,-106.104670,491.0,81125
747,Osage,38.683900,-91.755800,2169.0,65024
748,Ulster,41.828814,-74.131877,579.0,12440
749,Ulster,41.821700,-74.049700,2481.0,12471
750,Sullivan,,,2483.0,12765
751,Greene,,,2485.0,12482
752,Ulster,,,2486.0,12471
753,Greene,42.343500,-73.835300,2487.0,12051
754,Peoria,40.595800,-89.663100,856.0,61607
755,Peoria,,,860.0,61614
756,Fulton,40.466300,-89.984100,6016.0,61520
757,Tazewell,40.557686,-89.666990,7384.0,61554
758,Peoria,,,7895.0,61602
759,Logan,40.398056,-89.387500,7896.0,62656
760,San Bernardino,34.205600,-117.334400,436.0,92407
761,Butte,,,437.0,95965
762,Butte,,,438.0,95965
763,Merced,37.069200,-121.077200,448.0,95322
764,Los Angeles,,,905.0,91310
765,Los Angeles,,,6196.0,91310
766,San Bernardino,34.307444,-117.323548,7072.0,92345
767,Butte,,,7129.0,95965
768,Union,41.113600,-94.347200,1206.0,50801
769,Muscatine,,,1218.0,52759
770,Guthrie,,,7584.0,0
771,De Soto,32.030556,-93.569167,51.0,71052
772,St Mary,29.822222,-91.542500,1400.0,70514
773,St Mary,29.822222,-91.542500,1435.0,70538
774,Rapides,31.395000,-92.716667,6190.0,71447
775,Keith,41.211400,-101.668100,785.0,69153
776,Lincoln,40.959405,-100.397905,2227.0,69123
777,Gosper,40.693600,-99.817800,2228.0,68850
778,Gosper,40.683900,-99.744700,2229.0,68850
779,Mason,,,3938.0,25300
780,Adams,40.846525,-84.933264,50316.0,46733
781,Pueblo,38.266700,-104.614400,460.0,81003
782,Fremont,38.434400,-105.250000,462.0,81212
783,Seward,37.161100,-100.761900,1230.0,67901
784,Ford,37.732800,-99.949700,1233.0,67801
785,Barton,38.410000,-98.868900,1235.0,67530
786,Otero,38.049200,-103.713600,6516.0,81067
787,Pueblo,38.284400,-104.530800,7995.0,81001
788,Washington,39.612500,-97.277800,8037.0,66937
789,Caledonia,44.326335,-72.035894,788.0,5821
790,Windsor,,,3708.0,5030
791,Orange,43.9921,-72.1282,3709.0,5033
792,Windsor,43.381225,-72.598242,3710.0,5142
793,Chittenden,44.6356,-73.12,3711.0,5468
794,Franklin,44.6534,-72.9961,3712.0,5454
795,Rutland,43.6368,-72.9758,3714.0,5701
796,Addison,44.0249,-73.1768,3716.0,5753
797,Chittenden,44.641433,-73.113364,3717.0,5468
798,Chittenden,44.6381,-73.1625,3720.0,5468
799,Rutland,,,3722.0,5737
800,Rutland,43.603,-72.9923,3723.0,5701
801,Addison,43.8954,-73.1007,3724.0,5769
802,Addison,43.898584,-73.053125,3725.0,5769
803,Franklin,,,3726.0,5478
804,Addison,44.0661,-73.2158,3728.0,5753
805,Washington,,,6456.0,12837
806,Thurston,46.974912,-122.635795,3878.0,98597
807,Wayne,,,54804.0,48125
808,Hernando,,,10333.0,34605
809,Henry,39.952800,-85.503900,7763.0,47362
810,Franklin,39.938900,-77.658300,7397.0,17201
811,Liberty,,,55426.0,77535
812,Lake,,,55537.0,46320
813,Neosho,37.683333,-95.454722,1267.0,66720
814,Neosho,37.695300,-95.458600,1268.0,66720
815,Neosho,37.637600,-95.470400,7018.0,66720
816,Harrison,,,55299.0,77017
817,Deuel,41.105600,-102.470300,2230.0,69129
818,Lewis,43.886100,-75.434200,10617.0,13305
819,Niagara,43.080400,-79.008200,50202.0,14302
820,Imperial,32.903826,-115.511949,50363.0,92251
821,Chelan,47.533611,-120.295278,3883.0,98801
822,Chelan,47.346111,-120.091700,6200.0,98801
823,Chelan,47.834700,-120.013300,6424.0,98801
824,Chelan,47.424722,-120.327500,8021.0,98801
825,Nueces,27.569700,-97.822800,10243.0,78343
826,Cherokee,,,10173.0,29705
827,Los Angeles,33.905800,-118.403100,10213.0,90245
828,Honolulu,21.311667,-158.113889,10194.0,96707
829,Plaquemines,29.811956,-90.008430,55857.0,70037
830,Jackson,30.341700,-88.483300,52084.0,39581
831,Contra Costa,,,52080.0,94520
832,Kern,35.363900,-119.659200,52081.0,93251
833,Riverside,,,52082.0,93251
834,Kings,,,52083.0,93210
835,Kern,35.113300,-119.470600,52085.0,93268
836,Kings,,,52086.0,93210
837,Kern,35.363300,-119.675600,52104.0,93251
838,Contra Costa,37.932222,-122.389722,52105.0,94802
839,Kern,35.440600,-118.961700,52107.0,93306
840,Contra Costa,37.941800,-122.390900,52109.0,94802
841,Yavapai,35.518600,-113.310800,54245.0,86434
842,Will,41.569700,-88.078900,10903.0,60441
843,San Diego,32.799200,-117.151700,10175.0,92123
844,Hampden,,,7396.0,1020
845,Livingston,39.783388,-93.564112,2122.0,64601
846,Twin Falls,42.622513,-114.500930,10806.0,83328
847,Kenai Peninsula,61.186100,-151.035600,96.0,99682
848,Kenai Peninsula,60.392331,-149.665603,6291.0,99572
849,Kenai Peninsula,60.693500,-151.387400,6292.0,99635
850,Anchorage,61.168972,-149.911038,6293.0,99518
851,Henry,,,55497.0,24112
852,Clermont,38.9917,-84.2981,2830.0,45200
853,Butler,,,2831.0,45100
854,Hamilton,39.1128,-84.8036,2832.0,45100
855,Boone,,,6018.0,41100
856,Clermont,38.8675,-84.2289,6019.0,45200
857,Butler,,,7158.0,45100
858,Choctaw,33.379200,-89.208900,55694.0,39735
859,Kenton,,,55394.0,41010
860,Jackson,,,55500.0,62966
861,Lewis,46.622500,-122.913100,55662.0,98532
862,Choctaw,33.376100,-89.218300,55076.0,39735
863,Marion,39.763100,-86.166700,992.0,46225
864,Hawaii,19.478976,-154.888362,52028.0,96778
865,Orleans,44.938056,-72.18,3730.0,5855
866,Orleans,44.937579,-72.179968,3731.0,5855
867,Kauai,21.899583,-159.585042,6474.0,96705
868,Santa Cruz,31.363472,-110.931343,6515.0,85621
869,Ocean,40.0613,-74.1686,54640.0,8701
870,Jefferson,,,52108.0,77641
871,Cobb,33.877500,-84.460300,54816.0,30339
872,Clark,45.649700,-122.725600,7605.0,98660
873,Polk,27.911400,-81.600600,10275.0,33859
874,Shasta,40.534454,-121.959109,50156.0,96088
875,Grant,32.695600,-108.122500,54667.0,88043
876,King,47.433480,-121.648300,54387.0,98045
877,Wocester,,,10408.0,1610
878,Coahoma,34.184500,-90.562662,2059.0,38614
879,Coahoma,34.205000,-90.577777,2060.0,38614
880,Coahoma,34.183000,-90.562100,55395.0,38614
881,Clay,39.373966,-97.127211,1270.0,67432
882,Belknap,43.440538,-71.595975,10276.0,3276
883,Clay,,,55491.0,62839
884,Evangeline,,,55305.0,71367
885,Ashtabula,,,2835.0,44000
886,Lake,,,2837.0,44100
887,Cuyahoga,,,2838.0,44100
888,Lake,,,6020.0,44100
889,Warren,41.838900,-79.005600,8225.0,16365
890,Onondaga,43.066400,-76.214400,10621.0,13209
891,Cuyahoga,,,2906.0,44100
892,Cuyahoga,,,2908.0,44100
893,Cuyahoga,,,2909.0,44100
894,Grant,44.458696,-118.720601,50921.0,97869
895,Harris,29.625500,-95.067000,10741.0,77507
896,Fulton,33.770800,-84.386100,55152.0,30308
897,Lake,47.286573,-91.260531,10849.0,55614
898,Lenawee,42.068197,-83.976005,1818.0,49236
899,Chippewa,46.329200,-84.384700,1868.0,49724
900,Chippewa,46.329200,-84.384700,6369.0,49725
901,Lassen,40.368338,-120.264848,10777.0,96136
902,Crawford,44.604921,-84.690578,10822.0,49738
903,Windham,41.712448,-71.822251,50736.0,6377
904,Genesee,43.085110,-83.669386,54751.0,48505
905,Kennebec,44.580175,-69.55452,10523.0,4901
906,Kalamazoo,42.281345,-85.494956,55101.0,49011
907,Otsego,45.030397,-84.730795,55102.0,49753
908,Northumberland,40.811189,-76.452951,10343.0,17832
909,Bastrop,30.145800,-97.550000,55168.0,78602
910,Kane,,,55169.0,60119
911,Washtenaw,,,55431.0,48160
912,Coahoma,,,55432.0,38614
913,Palm Beach,,,55434.0,33430
914,Manatee,,,55435.0,34220
915,Broward,,,55436.0,33441
916,Elko,,,55673.0,89822
917,Gloucester,,,55113.0,8093
918,Fresno,36.180700,-120.388500,50131.0,93210
919,Lawrence,,,55443.0,47421
920,Union,40.6322,-74.2156,50006.0,7036
921,Montgomery,37.037344,-95.612689,1271.0,67337
922,St James,30.049700,-90.683900,10301.0,70052
923,Brunswick,33.944384,-78.011824,10378.0,28461
924,Person,36.435000,-78.961900,10379.0,27573
925,Linn,42.292500,-91.558100,1132.0,52218
926,Portsmouth Commonwea,,,10071.0,23703
927,Jefferson,42.855463,-88.729920,55011.0,53190
928,Thomas,39.394414,-101.058372,1272.0,67701
929,Duplin,35.021700,-77.858300,10381.0,28349
930,Branch,41.932216,-84.995450,1819.0,49036
931,Coleman,,,3566.0,76834
932,Douglas,42.961126,-123.359138,50993.0,97469
933,City of Richmond,,,54081.0,23261
934,Edgecomb,,,10384.0,27809
935,Bladen,34.647155,-78.641510,10380.0,28337
936,Robeson,34.590000,-78.996800,10382.0,28359
937,Plumas,40.303422,-121.244431,10661.0,96020
938,El Paso,38.824444,-104.833333,492.0,80903
939,El Paso,38.881389,-104.816944,493.0,80907
940,El Paso,38.855465,-104.933062,494.0,80829
941,El Paso,,,495.0,80863
942,El Paso,38.973655,-104.901141,7233.0,80840
943,El Paso,38.876100,-104.816900,7730.0,80907
944,El Paso,38.633451,-104.705770,8219.0,80817
945,El Paso,38.628100,-104.706900,55283.0,80817
946,La Paz,34.168264,-114.277356,7179.0,85344
947,Riverside,33.586000,-116.087300,10300.0,92254
948,CAlhoun,,,55386.0,29202
949,Hampden,42.15725,-72.42281,52166.0,1095
950,Boone,38.964646,-92.316768,2123.0,65205
951,Klamath,,,55962.0,97623
952,Morgan,40.241500,-103.631000,10682.0,80723
953,Coshocton,,,2840.0,43100
954,Pickaway,,,2843.0,43100
955,Franklin,,,312.0,43200
956,Franklin,,,7279.0,43000
957,San Diego,32.765000,-117.163900,10600.0,92108
958,nan,,,7756.0,0
959,nan,,,52087.0,23323
960,Fulton,,,54457.0,30201
961,Calrion,,,54144.0,16214
962,Cumberland,39.4547,-75.2014,2379.0,8313
963,Ocean,39.6893,-74.2618,2380.0,8050
964,Cape May,39.0269,-74.8772,2382.0,8242
965,Atlantic,39.3662,-74.4441,2383.0,8401
966,Cumberland,39.3757,-74.9654,5083.0,8332
967,Cumberland,39.451,-75.0578,7288.0,8360
968,Gloucester,,,8008.0,8332
969,Anne Arundel,39.180000,-76.538900,602.0,21226
970,Baltimore,39.323604,-76.365119,1552.0,21220
971,Baltimore,,,1553.0,21230
972,Anne Arundel,,,1554.0,21122
973,Baltimore,39.421700,-76.508700,1555.0,21057
974,Harford,39.442836,-76.221761,1556.0,21130
975,Baltimore,,,1557.0,21205
976,Baltimore,39.236900,-76.513300,1559.0,21222
977,Baltimore,,,1560.0,21230
978,Lake,41.678900,-87.420000,55066.0,46312
979,Northhampton,40.617500,-75.314700,55690.0,18015
980,Hartford,41.7495,-72.6524,563.0,6162
981,York,39.737500,-76.306666,55524.0,17314
982,Lancaster,,,55643.0,17547
983,Burlington,,,55675.0,8505
984,Shasta,40.879719,-121.720342,10652.0,96013
985,Union,,,50385.0,7105
986,Accomack,37.989200,-75.540000,55381.0,23415
987,San Juan,,,54669.0,87413
988,Kay,36.688000,-97.088000,52188.0,74603
989,Merrimack,,,54384.0,3283
990,Strafford,43.236111,-70.817222,54418.0,3869
991,Rock Island,41.712216,-90.279679,55188.0,61242
992,York,43.226977,-70.810888,50702.0,3908
993,Rosebud,45.975200,-106.654700,10784.0,59323
994,Cook,41.777500,-87.823300,54556.0,60501
995,New York,40.728100,-73.974200,2493.0,10009
996,Kings,40.705200,-73.980700,2496.0,11201
997,New York,40.753333,-73.975833,2502.0,10017
998,New York,40.771285,-73.991150,2503.0,10019
999,New York,40.768000,-73.951500,2504.0,10021
1000,Wood,44.430600,-89.780800,3971.0,54494
1001,Portage,44.664700,-89.651100,3972.0,54455
1002,Portage,44.515300,-89.585000,3973.0,54481
1003,Wood,,,3974.0,54494
1004,Portage,44.488900,-89.575600,3975.0,54481
1005,New Castle,39.730200,-75.537100,591.0,19801
1006,New Castle,39.600408,-75.626811,592.0,19706
1007,New Castle,39.738860,-75.503840,593.0,19809
1008,New Castle,,,596.0,19801
1009,New Castle,39.728300,-75.628900,597.0,19808
1010,Somerset,37.983300,-75.833300,1563.0,21817
1011,Northampton,37.271700,-75.968200,3782.0,23316
1012,Accomack,37.706100,-75.703100,3785.0,23441
1013,New Castle,39.743600,-75.507200,7153.0,19809
1014,Alcona,,,1693.0,48700
1015,Allegan,,,1694.0,49000
1016,Muskegon,,,1695.0,49400
1017,Kalamazoo,,,1696.0,49000
1018,Manistee,,,1698.0,49700
1019,Iosco,,,1700.0,48700
1020,Newaygo,,,1701.0,49300
1021,Bay,,,1702.0,48700
1022,Iosco,,,1704.0,48800
1023,Iosco,,,1705.0,48800
1024,Otsego,,,1706.0,49700
1025,Newaygo,,,1707.0,49300
1026,Wexford,,,1708.0,49700
1027,Ottawa,,,1710.0,49500
1028,Iosco,,,1712.0,48700
1029,Mason,,,1713.0,49400
1030,Oscoda,,,1714.0,48600
1031,Van Buren,,,1715.0,49000
1032,Mecosta,,,1716.0,49300
1033,Emmet,,,1718.0,49700
1034,Genesee,,,1719.0,48500
1035,Bay,,,1720.0,48700
1036,Ionia,,,1722.0,48900
1037,Monroe,,,1723.0,48100
1038,Silver Bow,,,55797.0,59701
1039,Spartanburg,34.995300,-81.834400,52049.0,29329
1040,St Lucic,,,55727.0,34987
1041,Polk,,,55688.0,33860
1042,Carroll,,,7847.0,55058
1043,Valdez-Cordova,61.082800,-146.303300,390.0,99686
1044,Valdez-Cordova,61.976900,-146.549400,6305.0,99588
1045,Valdez-Cordova,61.130300,-146.364700,6306.0,99686
1046,Valdez-Cordova,61.083900,-146.252900,7841.0,99686
1047,Kern,,,54297.0,93561
1048,San Joaquin,37.912800,-121.261400,52115.0,95206
1049,McLean,,,7888.0,61761
1050,McLean,40.472800,-88.991900,7891.0,61701
1051,Logan,39.995000,-89.485833,8003.0,62634
1052,Clay,43.160600,-95.256900,1217.0,51301
1053,Riverside,,,10635.0,91720
1054,Calcasieu,,,50008.0,70669
1055,Tishomingo,,,55798.0,38852
1056,Adams,40.974,-94.7669,1134.0,50841
1057,San Bernardino,34.060600,-117.353300,55934.0,92324
1058,San Bernardino,34.060900,-117.353200,55935.0,92324
1059,Nueces,27.813900,-97.428300,55206.0,78407
1060,Worcester,42.471389,-71.743333,10553.0,1564
1061,Tompkins,42.451922,-76.485092,10286.0,14853
1062,Inyo,36.037200,-117.798100,10873.0,93527
1063,Inyo,36.019200,-117.791700,10874.0,93527
1064,Inyo,36.001900,-117.788600,10875.0,93527
1065,Newton,30.258800,-93.735300,55358.0,77614
1066,Taylor,37.320800,-85.361100,54850.0,42718
1067,Fosyth,,,54618.0,27107
1068,Fairfax,38.695000,-77.241100,50658.0,22079
1069,Hartford,41.750521,-72.652982,54945.0,6114
1070,New Haven,41.440497,-72.835134,50664.0,6492
1071,Wetzel,39.667200,-80.864200,50036.0,26155
1072,Whatcom,48.680178,-121.723294,54267.0,98237
1073,Tulsa,36.131900,-96.018100,50660.0,74107
1074,Union,40.601264,-74.266372,50960.0,7065
1075,Warren,40.8205,-75.0112,10012.0,7863
1076,Contra Costa,38.056900,-122.216100,55084.0,94525
1077,Houston,31.262356,-85.402737,54985.0,36303
1078,Hartford,,,50648.0,6010
1079,Hennepin,44.983300,-93.280382,10013.0,55405
1080,Marion,45.048467,-122.962761,50630.0,97305
1081,Lake,,,50629.0,32762
1082,Suffolk,40.734800,-73.386800,50649.0,11704
1083,Onondaga,43.004700,-76.114900,50662.0,13078
1084,Craven,35.130193,-77.167883,10525.0,28562
1085,Arlington,,,50663.0,22504
1086,Marion,39.734456,-86.189075,50647.0,46221
1087,Stanislaus,37.385300,-121.141000,50632.0,95313
1088,Montgomery,40.048889,-86.899200,1024.0,47933
1089,Saline,40.625300,-96.955800,2231.0,68333
1090,Worth,,,752.0,31010
1091,Worth,,,753.0,31010
1092,Worcester,,,10404.0,1570
1093,Lake,28.811828,-81.865273,10020.0,34748
1094,Polk,28.054850,-81.798166,10188.0,33823
1095,Sanilac,43.271944,-82.613889,7497.0,48422
1096,Hillsborough,43.0056,-71.9517,54515.0,3047
1097,Fergus,,,10283.0,59457
1098,Kern,,,54298.0,93561
1099,Kern,,,54299.0,93561
1100,Iron,46.106278,-88.334531,1821.0,49920
1101,Culpeper,38.27,-78.035,3823.0,22701
1102,Barron,45.523600,-92.025600,4112.0,54829
1103,St Bernard,29.932700,-89.978200,54677.0,70043
1104,Frontier,40.631453,-100.515161,2232.0,69025
1105,Hunterdon,,,10616.0,8848
1106,Payne,35.982597,-96.775683,2975.0,74023
1107,Manatee,,,55613.0,34221
